#description: jpscore (0.8.4)
#agents: 55
#count: 0
#framerate: 16.00
#geometry: geo_2_8.xml
#ID: the agent ID
#FR: the current frame
#X,Y,Z: the agents coordinates (in metres)
#A, B: semi-axes of the ellipse
#ANGLE: orientation of the ellipse
#COLOR: color of the ellipse

ID	FR	X	Y	Z	A	B	ANGLE	COLOR	
4	95	0.43	1.74	0.00	0.17	0.17	-132.56	1	
5	95	1.05	6.70	0.00	0.17	0.17	-95.93	0	
6	95	0.35	6.35	0.00	0.17	0.17	-90.78	0	
7	95	0.00	6.35	0.00	0.17	0.17	-90.00	0	
8	95	0.00	-0.09	0.00	0.17	0.17	0.83	0	
9	95	0.28	2.06	0.00	0.17	0.17	-128.01	2	
10	95	0.23	1.45	0.00	0.17	0.17	144.96	1	
11	95	0.35	6.70	0.00	0.17	0.17	-90.74	0	
12	95	-1.05	2.54	0.00	0.17	0.17	-76.70	206	
13	95	-1.05	5.65	0.00	0.17	0.17	-83.14	0	
14	95	-0.17	4.55	0.00	0.17	0.17	-92.34	0	
15	95	-0.32	1.64	0.00	0.17	0.17	-103.73	79	
16	95	-0.70	5.65	0.00	0.17	0.17	-86.13	0	
17	95	0.18	2.42	0.00	0.17	0.17	-136.35	73	
18	95	-0.00	0.81	0.00	0.17	0.17	-101.00	3	
19	95	0.59	1.42	0.00	0.17	0.17	-107.08	9	
20	95	0.70	4.95	0.00	0.17	0.17	-94.33	0	
21	95	-0.81	0.24	0.00	0.17	0.17	2.83	0	
22	95	0.72	0.68	0.00	0.17	0.17	-66.31	1	
23	95	-0.64	2.32	0.00	0.17	0.17	110.71	255	
24	95	-1.05	3.90	0.00	0.17	0.17	-80.73	0	
25	95	0.35	4.95	0.00	0.17	0.17	-90.96	0	
26	95	-0.70	4.25	0.00	0.17	0.17	-85.10	0	
27	95	-0.35	4.25	0.00	0.17	0.17	-88.91	0	
28	95	-0.42	1.12	0.00	0.17	0.17	-42.96	1	
30	95	-0.08	-0.43	0.00	0.17	0.17	-87.51	0	
31	95	-0.82	1.69	0.00	0.17	0.17	-65.80	20	
32	95	0.03	1.76	0.00	0.17	0.17	-83.81	54	
33	95	0.61	2.18	0.00	0.17	0.17	-153.12	4	
34	95	0.53	1.08	0.00	0.17	0.17	-130.07	0	
35	95	-0.70	0.84	0.00	0.17	0.17	-13.31	2	
36	95	-0.12	1.31	0.00	0.17	0.17	-99.86	37	
37	95	-0.57	0.50	0.00	0.17	0.17	-52.27	0	
38	95	0.15	0.49	0.00	0.17	0.17	-113.89	11	
39	95	2.45	6.00	0.00	0.17	0.17	-107.45	0	
41	95	0.50	0.41	0.00	0.17	0.17	-72.15	0	
42	95	0.96	1.47	0.00	0.17	0.17	-124.10	46	
43	95	0.93	0.97	0.00	0.17	0.17	-154.10	7	
44	95	0.37	0.77	0.00	0.17	0.17	-114.25	0	
45	95	2.45	5.65	0.00	0.17	0.17	-108.31	0	
46	95	0.18	1.11	0.00	0.17	0.17	179.32	0	
47	95	-1.38	4.36	0.00	0.17	0.17	-70.61	4	
48	95	1.05	6.35	0.00	0.17	0.17	-96.21	0	
49	95	-0.68	1.36	0.00	0.17	0.17	-26.63	1	
50	95	-1.05	4.25	0.00	0.17	0.17	-81.34	0	
51	95	-0.46	0.17	0.00	0.17	0.17	-17.88	0	
52	95	0.00	4.25	0.00	0.17	0.17	-90.00	0	
53	95	-0.03	4.88	0.00	0.17	0.17	-109.25	5	
54	95	0.28	0.14	0.00	0.17	0.17	-134.55	0	
55	95	-0.90	4.59	0.00	0.17	0.17	-94.27	60	
1	96	0.70	6.70	0.00	0.17	0.17	-93.34	0	
2	96	-0.10	0.24	0.00	0.17	0.17	-52.73	3	
3	96	-0.35	0.78	0.00	0.17	0.17	-62.77	0	
4	96	0.43	1.74	0.00	0.17	0.17	-132.56	1	
5	96	1.05	6.70	0.00	0.17	0.17	-95.93	0	
6	96	0.35	6.35	0.00	0.17	0.17	-90.78	0	
7	96	0.00	6.35	0.00	0.17	0.17	-90.00	0	
8	96	0.00	-0.09	0.00	0.17	0.17	0.83	0	
9	96	0.28	2.06	0.00	0.17	0.17	-128.01	2	
10	96	0.23	1.45	0.00	0.17	0.17	144.96	0	
11	96	0.35	6.70	0.00	0.17	0.17	-90.74	0	
12	96	-1.05	2.46	0.00	0.17	0.17	-101.00	255	
13	96	-1.05	5.65	0.00	0.17	0.17	-83.14	0	
14	96	-0.17	4.55	0.00	0.17	0.17	-92.34	4	
15	96	-0.32	1.63	0.00	0.17	0.17	50.49	75	
16	96	-0.70	5.65	0.00	0.17	0.17	-86.13	0	
17	96	0.14	2.42	0.00	0.17	0.17	-50.99	255	
18	96	-0.00	0.81	0.00	0.17	0.17	-101.00	0	
19	96	0.59	1.42	0.00	0.17	0.17	-107.08	0	
20	96	0.70	4.95	0.00	0.17	0.17	-94.33	0	
21	96	-0.81	0.24	0.00	0.17	0.17	2.83	0	
22	96	0.72	0.68	0.00	0.17	0.17	-66.31	1	
23	96	-0.60	2.25	0.00	0.17	0.17	-79.44	255	
24	96	-1.05	3.90	0.00	0.17	0.17	-80.73	0	
25	96	0.35	4.95	0.00	0.17	0.17	-90.96	0	
26	96	-0.70	4.25	0.00	0.17	0.17	-85.10	0	
27	96	-0.35	4.25	0.00	0.17	0.17	-88.91	0	
28	96	-0.42	1.12	0.00	0.17	0.17	-42.96	1	
30	96	-0.08	-0.43	0.00	0.17	0.17	-87.51	0	
31	96	-0.82	1.69	0.00	0.17	0.17	-65.80	12	
32	96	0.02	1.76	0.00	0.17	0.17	-57.77	17	
33	96	0.61	2.18	0.00	0.17	0.17	-153.12	4	
34	96	0.53	1.08	0.00	0.17	0.17	-130.07	0	
35	96	-0.70	0.83	0.00	0.17	0.17	-13.31	14	
36	96	-0.12	1.31	0.00	0.17	0.17	-49.25	15	
37	96	-0.57	0.50	0.00	0.17	0.17	-52.27	0	
38	96	0.15	0.49	0.00	0.17	0.17	-113.89	6	
39	96	2.45	6.00	0.00	0.17	0.17	-107.45	0	
41	96	0.50	0.41	0.00	0.17	0.17	-72.15	0	
42	96	0.95	1.47	0.00	0.17	0.17	-176.43	26	
43	96	0.91	0.98	0.00	0.17	0.17	-88.46	119	
44	96	0.36	0.77	0.00	0.17	0.17	-114.25	6	
45	96	2.45	5.65	0.00	0.17	0.17	-108.31	0	
46	96	0.18	1.11	0.00	0.17	0.17	179.32	0	
47	96	-1.38	4.36	0.00	0.17	0.17	-70.61	2	
48	96	1.05	6.35	0.00	0.17	0.17	-96.21	0	
49	96	-0.68	1.36	0.00	0.17	0.17	-26.63	1	
50	96	-1.05	4.25	0.00	0.17	0.17	-81.34	0	
51	96	-0.46	0.17	0.00	0.17	0.17	-17.88	0	
52	96	0.00	4.25	0.00	0.17	0.17	-90.00	0	
53	96	-0.03	4.87	0.00	0.17	0.17	-109.25	2	
54	96	0.28	0.14	0.00	0.17	0.17	-134.55	0	
55	96	-0.94	4.59	0.00	0.17	0.17	171.61	23	
1	97	0.70	6.70	0.00	0.17	0.17	-93.34	0	
2	97	-0.10	0.24	0.00	0.17	0.17	-52.73	1	
3	97	-0.35	0.78	0.00	0.17	0.17	-62.77	1	
4	97	0.43	1.74	0.00	0.17	0.17	-132.56	1	
5	97	1.05	6.70	0.00	0.17	0.17	-95.93	0	
6	97	0.35	6.35	0.00	0.17	0.17	-90.78	0	
7	97	0.00	6.35	0.00	0.17	0.17	-90.00	0	
8	97	0.00	-0.09	0.00	0.17	0.17	0.83	0	
9	97	0.28	2.06	0.00	0.17	0.17	-128.01	0	
10	97	0.23	1.45	0.00	0.17	0.17	144.96	0	
11	97	0.35	6.70	0.00	0.17	0.17	-90.74	0	
12	97	-0.99	2.41	0.00	0.17	0.17	-36.50	233	
13	97	-1.05	5.65	0.00	0.17	0.17	-83.14	0	
14	97	-0.17	4.55	0.00	0.17	0.17	-92.34	0	
15	97	-0.33	1.61	0.00	0.17	0.17	-95.32	53	
16	97	-0.70	5.65	0.00	0.17	0.17	-86.13	0	
17	97	0.15	2.41	0.00	0.17	0.17	-37.72	53	
18	97	-0.00	0.80	0.00	0.17	0.17	-101.00	2	
19	97	0.59	1.42	0.00	0.17	0.17	-107.08	0	
20	97	0.70	4.95	0.00	0.17	0.17	-94.33	0	
21	97	-0.81	0.24	0.00	0.17	0.17	2.83	0	
22	97	0.72	0.68	0.00	0.17	0.17	-66.31	0	
23	97	-0.56	2.21	0.00	0.17	0.17	-81.41	255	
24	97	-1.05	3.90	0.00	0.17	0.17	-80.73	0	
25	97	0.35	4.95	0.00	0.17	0.17	-90.96	0	
26	97	-0.70	4.25	0.00	0.17	0.17	-85.10	0	
27	97	-0.35	4.25	0.00	0.17	0.17	-88.91	0	
28	97	-0.42	1.12	0.00	0.17	0.17	-42.96	1	
30	97	-0.08	-0.43	0.00	0.17	0.17	-87.51	0	
31	97	-0.78	1.70	0.00	0.17	0.17	-24.91	3	
32	97	0.02	1.75	0.00	0.17	0.17	-5.54	48	
33	97	0.61	2.17	0.00	0.17	0.17	-153.12	2	
34	97	0.53	1.08	0.00	0.17	0.17	-130.07	3	
35	97	-0.70	0.83	0.00	0.17	0.17	-13.31	8	
36	97	-0.12	1.30	0.00	0.17	0.17	-49.25	10	
37	97	-0.57	0.50	0.00	0.17	0.17	-52.27	0	
38	97	0.15	0.49	0.00	0.17	0.17	-113.89	4	
39	97	2.45	6.00	0.00	0.17	0.17	-107.45	0	
41	97	0.50	0.41	0.00	0.17	0.17	-72.15	0	
42	97	0.95	1.42	0.00	0.17	0.17	-108.53	255	
43	97	0.91	0.98	0.00	0.17	0.17	-88.46	4	
44	97	0.36	0.77	0.00	0.17	0.17	-114.25	5	
45	97	2.45	5.65	0.00	0.17	0.17	-108.31	0	
46	97	0.18	1.11	0.00	0.17	0.17	179.32	2	
47	97	-1.41	4.37	0.00	0.17	0.17	172.34	80	
48	97	1.05	6.35	0.00	0.17	0.17	-96.21	0	
49	97	-0.68	1.36	0.00	0.17	0.17	-26.63	1	
50	97	-1.05	4.25	0.00	0.17	0.17	-81.34	0	
51	97	-0.46	0.17	0.00	0.17	0.17	-17.88	0	
52	97	0.00	4.25	0.00	0.17	0.17	-90.00	0	
53	97	-0.03	4.87	0.00	0.17	0.17	-109.25	2	
54	97	0.28	0.14	0.00	0.17	0.17	-134.55	0	
55	97	-0.94	4.59	0.00	0.17	0.17	171.61	12	
1	98	0.70	6.70	0.00	0.17	0.17	-93.34	0	
2	98	-0.10	0.24	0.00	0.17	0.17	-52.73	1	
3	98	-0.35	0.78	0.00	0.17	0.17	-62.77	1	
4	98	0.43	1.74	0.00	0.17	0.17	-132.56	1	
5	98	1.05	6.70	0.00	0.17	0.17	-95.93	0	
6	98	0.35	6.35	0.00	0.17	0.17	-90.78	0	
7	98	0.00	6.35	0.00	0.17	0.17	-90.00	0	
8	98	0.00	-0.09	0.00	0.17	0.17	0.83	0	
9	98	0.28	2.06	0.00	0.17	0.17	-128.01	0	
10	98	0.23	1.45	0.00	0.17	0.17	144.96	1	
11	98	0.35	6.70	0.00	0.17	0.17	-90.74	0	
12	98	-0.98	2.33	0.00	0.17	0.17	-55.84	255	
13	98	-1.05	5.65	0.00	0.17	0.17	-83.14	0	
14	98	-0.17	4.55	0.00	0.17	0.17	-92.34	0	
15	98	-0.35	1.61	0.00	0.17	0.17	168.02	86	
16	98	-0.70	5.65	0.00	0.17	0.17	-86.13	0	
17	98	0.14	2.39	0.00	0.17	0.17	-114.00	34	
18	98	-0.00	0.80	0.00	0.17	0.17	-101.00	1	
19	98	0.59	1.42	0.00	0.17	0.17	-107.08	2	
20	98	0.70	4.95	0.00	0.17	0.17	-94.33	0	
21	98	-0.81	0.24	0.00	0.17	0.17	2.83	0	
22	98	0.72	0.68	0.00	0.17	0.17	-66.31	0	
23	98	-0.53	2.16	0.00	0.17	0.17	-114.88	254	
24	98	-1.05	3.90	0.00	0.17	0.17	-80.73	0	
25	98	0.35	4.95	0.00	0.17	0.17	-90.96	0	
26	98	-0.70	4.25	0.00	0.17	0.17	-85.10	0	
27	98	-0.35	4.25	0.00	0.17	0.17	-88.91	0	
28	98	-0.42	1.12	0.00	0.17	0.17	-42.96	1	
30	98	-0.08	-0.43	0.00	0.17	0.17	-87.51	0	
31	98	-0.78	1.70	0.00	0.17	0.17	-24.91	2	
32	98	0.02	1.75	0.00	0.17	0.17	-124.36	22	
33	98	0.61	2.17	0.00	0.17	0.17	-153.12	1	
34	98	0.53	1.08	0.00	0.17	0.17	-130.07	4	
35	98	-0.70	0.83	0.00	0.17	0.17	-13.31	4	
36	98	-0.12	1.30	0.00	0.17	0.17	-49.25	7	
37	98	-0.57	0.50	0.00	0.17	0.17	-52.27	0	
38	98	0.15	0.49	0.00	0.17	0.17	-113.89	1	
39	98	2.45	6.00	0.00	0.17	0.17	-107.45	0	
41	98	0.50	0.41	0.00	0.17	0.17	-72.15	0	
42	98	0.96	1.39	0.00	0.17	0.17	-168.54	182	
43	98	0.91	0.98	0.00	0.17	0.17	-88.46	3	
44	98	0.36	0.77	0.00	0.17	0.17	-114.25	5	
45	98	2.45	5.65	0.00	0.17	0.17	-108.31	0	
46	98	0.18	1.10	0.00	0.17	0.17	179.32	0	
47	98	-1.41	4.35	0.00	0.17	0.17	-76.58	49	
48	98	1.05	6.35	0.00	0.17	0.17	-96.21	0	
49	98	-0.68	1.36	0.00	0.17	0.17	-26.63	1	
50	98	-1.05	4.25	0.00	0.17	0.17	-81.34	0	
51	98	-0.46	0.17	0.00	0.17	0.17	-17.88	0	
52	98	0.00	4.25	0.00	0.17	0.17	-90.00	0	
53	98	-0.02	4.87	0.00	0.17	0.17	-94.61	1	
54	98	0.28	0.14	0.00	0.17	0.17	-134.55	0	
55	98	-0.94	4.59	0.00	0.17	0.17	171.61	9	
1	99	0.70	6.70	0.00	0.17	0.17	-93.34	0	
2	99	-0.10	0.24	0.00	0.17	0.17	-52.73	0	
3	99	-0.35	0.78	0.00	0.17	0.17	-62.77	0	
4	99	0.43	1.74	0.00	0.17	0.17	-132.56	1	
5	99	1.05	6.70	0.00	0.17	0.17	-95.93	0	
6	99	0.35	6.35	0.00	0.17	0.17	-90.78	0	
7	99	0.00	6.35	0.00	0.17	0.17	-90.00	0	
8	99	0.00	-0.09	0.00	0.17	0.17	0.83	0	
9	99	0.28	2.06	0.00	0.17	0.17	-112.06	20	
10	99	0.23	1.45	0.00	0.17	0.17	144.96	1	
11	99	0.35	6.70	0.00	0.17	0.17	-90.74	0	
12	99	-0.97	2.26	0.00	0.17	0.17	-52.41	255	
13	99	-1.05	5.65	0.00	0.17	0.17	-83.14	0	
14	99	-0.17	4.55	0.00	0.17	0.17	-92.34	0	
15	99	-0.35	1.59	0.00	0.17	0.17	-59.60	46	
16	99	-0.70	5.65	0.00	0.17	0.17	-86.13	0	
17	99	0.14	2.39	0.00	0.17	0.17	-119.29	20	
18	99	-0.00	0.80	0.00	0.17	0.17	-101.00	9	
19	99	0.59	1.42	0.00	0.17	0.17	-107.08	2	
20	99	0.70	4.95	0.00	0.17	0.17	-94.33	0	
21	99	-0.81	0.24	0.00	0.17	0.17	2.83	0	
22	99	0.72	0.68	0.00	0.17	0.17	-66.31	0	
23	99	-0.50	2.13	0.00	0.17	0.17	-104.33	255	
24	99	-1.05	3.90	0.00	0.17	0.17	-80.73	0	
25	99	0.35	4.95	0.00	0.17	0.17	-90.96	0	
26	99	-0.70	4.25	0.00	0.17	0.17	-85.10	0	
27	99	-0.35	4.25	0.00	0.17	0.17	-88.91	0	
28	99	-0.42	1.12	0.00	0.17	0.17	-42.96	1	
30	99	-0.08	-0.43	0.00	0.17	0.17	-87.51	0	
31	99	-0.78	1.70	0.00	0.17	0.17	-24.91	2	
32	99	0.02	1.74	0.00	0.17	0.17	-129.87	14	
33	99	0.61	2.17	0.00	0.17	0.17	-153.12	1	
34	99	0.53	1.08	0.00	0.17	0.17	-130.07	2	
35	99	-0.70	0.83	0.00	0.17	0.17	-13.31	2	
36	99	-0.12	1.30	0.00	0.17	0.17	-49.25	4	
37	99	-0.57	0.50	0.00	0.17	0.17	-52.27	0	
38	99	0.15	0.49	0.00	0.17	0.17	-113.89	1	
39	99	2.45	6.00	0.00	0.17	0.17	-107.45	0	
41	99	0.50	0.41	0.00	0.17	0.17	-72.15	0	
42	99	0.95	1.37	0.00	0.17	0.17	-96.37	37	
43	99	0.91	0.98	0.00	0.17	0.17	-88.46	2	
44	99	0.36	0.77	0.00	0.17	0.17	-114.25	3	
45	99	2.45	5.65	0.00	0.17	0.17	-108.31	0	
46	99	0.18	1.10	0.00	0.17	0.17	179.32	0	
47	99	-1.40	4.34	0.00	0.17	0.17	-80.55	37	
48	99	1.05	6.35	0.00	0.17	0.17	-96.21	0	
49	99	-0.68	1.36	0.00	0.17	0.17	-26.63	1	
50	99	-1.05	4.25	0.00	0.17	0.17	-81.34	0	
51	99	-0.46	0.17	0.00	0.17	0.17	-17.88	0	
52	99	0.00	4.25	0.00	0.17	0.17	-90.00	0	
53	99	-0.02	4.87	0.00	0.17	0.17	-94.61	0	
54	99	0.28	0.14	0.00	0.17	0.17	-134.55	0	
55	99	-0.94	4.58	0.00	0.17	0.17	171.61	6	
1	100	0.70	6.70	0.00	0.17	0.17	-93.34	0	
2	100	-0.10	0.24	0.00	0.17	0.17	-52.73	0	
3	100	-0.35	0.78	0.00	0.17	0.17	-62.77	0	
4	100	0.43	1.74	0.00	0.17	0.17	-132.56	1	
5	100	1.05	6.70	0.00	0.17	0.17	-95.93	0	
6	100	0.35	6.35	0.00	0.17	0.17	-90.78	0	
7	100	0.00	6.35	0.00	0.17	0.17	-90.00	0	
8	100	0.00	-0.09	0.00	0.17	0.17	0.83	0	
9	100	0.28	2.06	0.00	0.17	0.17	-112.06	8	
10	100	0.23	1.45	0.00	0.17	0.17	144.96	1	
11	100	0.35	6.70	0.00	0.17	0.17	-90.74	0	
12	100	-0.92	2.21	0.00	0.17	0.17	-26.15	255	
13	100	-1.05	5.65	0.00	0.17	0.17	-83.14	0	
14	100	-0.17	4.55	0.00	0.17	0.17	-92.34	0	
15	100	-0.35	1.58	0.00	0.17	0.17	-92.39	27	
16	100	-0.70	5.65	0.00	0.17	0.17	-86.13	0	
17	100	0.15	2.38	0.00	0.17	0.17	-119.29	8	
18	100	-0.00	0.80	0.00	0.17	0.17	-101.00	0	
19	100	0.59	1.42	0.00	0.17	0.17	-107.08	3	
20	100	0.70	4.95	0.00	0.17	0.17	-94.33	0	
21	100	-0.81	0.24	0.00	0.17	0.17	2.83	0	
22	100	0.72	0.68	0.00	0.17	0.17	-66.31	0	
23	100	-0.53	2.06	0.00	0.17	0.17	-85.48	249	
24	100	-1.05	3.90	0.00	0.17	0.17	-80.73	0	
25	100	0.35	4.95	0.00	0.17	0.17	-90.96	0	
26	100	-0.70	4.25	0.00	0.17	0.17	-85.10	0	
27	100	-0.35	4.25	0.00	0.17	0.17	-88.91	0	
28	100	-0.42	1.12	0.00	0.17	0.17	-42.96	0	
30	100	-0.08	-0.43	0.00	0.17	0.17	-87.51	0	
31	100	-0.75	1.72	0.00	0.17	0.17	-94.32	249	
32	100	0.02	1.74	0.00	0.17	0.17	-129.87	9	
33	100	0.61	2.25	0.00	0.17	0.17	68.14	255	
34	100	0.53	1.08	0.00	0.17	0.17	-130.07	3	
35	100	-0.70	0.83	0.00	0.17	0.17	-13.31	1	
36	100	-0.12	1.30	0.00	0.17	0.17	-49.25	2	
37	100	-0.57	0.50	0.00	0.17	0.17	-52.27	0	
38	100	0.15	0.48	0.00	0.17	0.17	-113.89	0	
39	100	2.45	6.00	0.00	0.17	0.17	-107.45	0	
41	100	0.50	0.41	0.00	0.17	0.17	-72.15	0	
42	100	0.94	1.35	0.00	0.17	0.17	-123.22	81	
43	100	0.91	0.98	0.00	0.17	0.17	-88.46	1	
44	100	0.36	0.77	0.00	0.17	0.17	-114.25	4	
45	100	2.45	5.65	0.00	0.17	0.17	-108.31	0	
46	100	0.18	1.10	0.00	0.17	0.17	179.32	2	
47	100	-1.43	4.31	0.00	0.17	0.17	-68.27	255	
48	100	1.05	6.35	0.00	0.17	0.17	-96.21	0	
49	100	-0.68	1.36	0.00	0.17	0.17	-26.63	1	
50	100	-1.05	4.25	0.00	0.17	0.17	-81.34	0	
51	100	-0.46	0.17	0.00	0.17	0.17	-17.88	0	
52	100	0.00	4.25	0.00	0.17	0.17	-90.00	0	
53	100	-0.02	4.87	0.00	0.17	0.17	-94.61	0	
54	100	0.28	0.14	0.00	0.17	0.17	-134.55	0	
55	100	-0.92	4.61	0.00	0.17	0.17	81.36	83	
1	101	0.70	6.70	0.00	0.17	0.17	-93.34	0	
2	101	-0.10	0.24	0.00	0.17	0.17	-52.73	0	
3	101	-0.35	0.78	0.00	0.17	0.17	-62.77	0	
4	101	0.43	1.74	0.00	0.17	0.17	-132.56	1	
5	101	1.05	6.70	0.00	0.17	0.17	-95.93	0	
6	101	0.35	6.35	0.00	0.17	0.17	-90.78	0	
7	101	0.00	6.35	0.00	0.17	0.17	-90.00	0	
8	101	0.00	-0.09	0.00	0.17	0.17	0.83	0	
9	101	0.28	2.06	0.00	0.17	0.17	-112.06	3	
10	101	0.23	1.45	0.00	0.17	0.17	144.96	1	
11	101	0.35	6.70	0.00	0.17	0.17	-90.74	0	
12	101	-0.93	2.15	0.00	0.17	0.17	-74.01	254	
13	101	-1.05	5.65	0.00	0.17	0.17	-83.14	0	
14	101	-0.17	4.55	0.00	0.17	0.17	-92.34	0	
15	101	-0.36	1.59	0.00	0.17	0.17	-113.95	127	
16	101	-0.70	5.65	0.00	0.17	0.17	-86.13	0	
17	101	0.15	2.38	0.00	0.17	0.17	-119.29	5	
18	101	-0.00	0.80	0.00	0.17	0.17	-101.00	0	
19	101	0.59	1.42	0.00	0.17	0.17	-107.08	3	
20	101	0.70	4.95	0.00	0.17	0.17	-94.33	0	
21	101	-0.81	0.24	0.00	0.17	0.17	2.83	0	
22	101	0.72	0.68	0.00	0.17	0.17	-66.31	0	
23	101	-0.53	2.04	0.00	0.17	0.17	-132.98	66	
24	101	-1.05	3.90	0.00	0.17	0.17	-80.73	0	
25	101	0.35	4.95	0.00	0.17	0.17	-90.96	0	
26	101	-0.70	4.25	0.00	0.17	0.17	-85.10	0	
27	101	-0.35	4.25	0.00	0.17	0.17	-88.91	0	
28	101	-0.42	1.12	0.00	0.17	0.17	-42.96	0	
30	101	-0.08	-0.43	0.00	0.17	0.17	-87.51	0	
31	101	-0.74	1.72	0.00	0.17	0.17	-33.86	19	
32	101	0.02	1.74	0.00	0.17	0.17	-129.87	5	
33	101	0.62	2.20	0.00	0.17	0.17	-103.55	255	
34	101	0.53	1.08	0.00	0.17	0.17	-130.07	2	
35	101	-0.70	0.83	0.00	0.17	0.17	-13.31	0	
36	101	-0.12	1.30	0.00	0.17	0.17	-49.25	12	
37	101	-0.57	0.50	0.00	0.17	0.17	-52.27	0	
38	101	0.15	0.48	0.00	0.17	0.17	-113.89	0	
39	101	2.45	6.00	0.00	0.17	0.17	-107.45	0	
41	101	0.50	0.41	0.00	0.17	0.17	-72.15	0	
42	101	0.94	1.35	0.00	0.17	0.17	-123.22	13	
43	101	0.91	0.98	0.00	0.17	0.17	-88.46	0	
44	101	0.36	0.77	0.00	0.17	0.17	-114.25	2	
45	101	2.45	5.65	0.00	0.17	0.17	-108.31	0	
46	101	0.18	1.10	0.00	0.17	0.17	179.32	2	
47	101	-1.42	4.29	0.00	0.17	0.17	-56.09	56	
48	101	1.05	6.35	0.00	0.17	0.17	-96.21	0	
49	101	-0.68	1.37	0.00	0.17	0.17	-62.46	9	
50	101	-1.05	4.25	0.00	0.17	0.17	-81.34	0	
51	101	-0.46	0.17	0.00	0.17	0.17	-17.88	0	
52	101	0.00	4.25	0.00	0.17	0.17	-90.00	0	
53	101	-0.02	4.87	0.00	0.17	0.17	-94.61	0	
54	101	0.28	0.14	0.00	0.17	0.17	-134.55	0	
55	101	-0.92	4.60	0.00	0.17	0.17	-56.84	55	
1	102	0.70	6.70	0.00	0.17	0.17	-93.34	0	
2	102	-0.10	0.24	0.00	0.17	0.17	-52.73	0	
3	102	-0.35	0.78	0.00	0.17	0.17	-62.77	0	
4	102	0.43	1.74	0.00	0.17	0.17	-132.56	1	
5	102	1.05	6.70	0.00	0.17	0.17	-95.93	0	
6	102	0.35	6.35	0.00	0.17	0.17	-90.78	0	
7	102	0.00	6.35	0.00	0.17	0.17	-90.00	0	
8	102	0.00	-0.09	0.00	0.17	0.17	0.83	0	
9	102	0.26	2.05	0.00	0.17	0.17	-128.45	107	
10	102	0.23	1.45	0.00	0.17	0.17	144.96	2	
11	102	0.35	6.70	0.00	0.17	0.17	-90.74	0	
12	102	-0.93	2.08	0.00	0.17	0.17	-96.68	176	
13	102	-1.05	5.65	0.00	0.17	0.17	-83.14	0	
14	102	-0.17	4.55	0.00	0.17	0.17	-92.34	0	
15	102	-0.37	1.57	0.00	0.17	0.17	-93.54	95	
16	102	-0.70	5.65	0.00	0.17	0.17	-86.13	0	
17	102	0.14	2.38	0.00	0.17	0.17	-119.29	4	
18	102	-0.00	0.80	0.00	0.17	0.17	-101.00	2	
19	102	0.59	1.42	0.00	0.17	0.17	-107.08	5	
20	102	0.70	4.95	0.00	0.17	0.17	-94.33	0	
21	102	-0.81	0.24	0.00	0.17	0.17	2.83	0	
22	102	0.72	0.68	0.00	0.17	0.17	-66.31	0	
23	102	-0.53	2.02	0.00	0.17	0.17	-86.83	46	
24	102	-1.05	3.90	0.00	0.17	0.17	-80.73	0	
25	102	0.35	4.95	0.00	0.17	0.17	-90.96	0	
26	102	-0.70	4.25	0.00	0.17	0.17	-85.10	0	
27	102	-0.35	4.25	0.00	0.17	0.17	-88.91	0	
28	102	-0.42	1.12	0.00	0.17	0.17	-42.96	0	
30	102	-0.08	-0.43	0.00	0.17	0.17	-87.51	0	
31	102	-0.73	1.71	0.00	0.17	0.17	-107.65	50	
32	102	0.02	1.74	0.00	0.17	0.17	-129.87	4	
33	102	0.61	2.19	0.00	0.17	0.17	-169.12	30	
34	102	0.53	1.07	0.00	0.17	0.17	-130.07	2	
35	102	-0.70	0.83	0.00	0.17	0.17	-13.31	0	
36	102	-0.12	1.30	0.00	0.17	0.17	-49.25	2	
37	102	-0.57	0.50	0.00	0.17	0.17	-52.27	0	
38	102	0.15	0.48	0.00	0.17	0.17	-113.89	0	
39	102	2.45	6.00	0.00	0.17	0.17	-107.45	0	
41	102	0.50	0.41	0.00	0.17	0.17	-72.15	0	
42	102	0.94	1.35	0.00	0.17	0.17	-123.22	12	
43	102	0.91	0.98	0.00	0.17	0.17	-88.46	0	
44	102	0.36	0.77	0.00	0.17	0.17	-114.25	0	
45	102	2.45	5.65	0.00	0.17	0.17	-108.31	0	
46	102	0.18	1.10	0.00	0.17	0.17	179.32	2	
47	102	-1.43	4.21	0.00	0.17	0.17	-87.97	255	
48	102	1.05	6.35	0.00	0.17	0.17	-96.21	0	
49	102	-0.71	1.34	0.00	0.17	0.17	-145.23	26	
50	102	-1.05	4.25	0.00	0.17	0.17	-81.34	0	
51	102	-0.46	0.17	0.00	0.17	0.17	-17.88	0	
52	102	0.00	4.25	0.00	0.17	0.17	-90.00	0	
53	102	-0.01	4.87	0.00	0.17	0.17	52.06	38	
54	102	0.28	0.14	0.00	0.17	0.17	-134.55	0	
55	102	-0.93	4.59	0.00	0.17	0.17	-159.88	30	
1	103	0.70	6.70	0.00	0.17	0.17	-93.34	0	
2	103	-0.10	0.24	0.00	0.17	0.17	-52.73	0	
3	103	-0.35	0.78	0.00	0.17	0.17	-62.77	1	
4	103	0.43	1.74	0.00	0.17	0.17	-132.56	1	
5	103	1.05	6.70	0.00	0.17	0.17	-95.93	0	
